Project Name,Description,Skills Required,Difficulty Level,Category,Resources,Student_ID,Branch,Interest_Area,Preferred_Domain,CGPA
Weather App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Data Structures",Beginner,Data Structures,https://freecodecamp.org/,STU01835,CE,Web Development,System Design,9.25
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"Python, pandas, sklearn",Beginner,Software Development,https://docs.djangoproject.com/,STU01836,EEE,IoT,Web Development,8.63
E-commerce App,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Data Structures",Advanced,AI/ML,https://www.geeksforgeeks.org/,STU01837,IT,Web Development,System Design,6.51
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Beginner,Data Structures,https://docs.djangoproject.com/,STU01838,CSE,IoT,Web Development,7.35
Personal Portfolio Website,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Advanced,System Design,https://kaggle.com/,STU01839,IT,AI/ML,Web Development,9.71
Tic-Tac-Toe Game,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","HTML, CSS, JavaScript",Intermediate,Deep Learning,https://nltk.org/,STU01840,CE,Game Development,Game Development,6.9
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, API, Flask",Beginner,Deep Learning,https://nltk.org/,STU01841,ECE,Blockchain,AI/ML,7.49
Tic-Tac-Toe Game,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","C++, Algorithms",Advanced,System Design,https://docs.djangoproject.com/,STU01842,CSE,AI/ML,Data Structures,7.73
Image Classifier,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Beginner,System Design,https://freecodecamp.org/,STU01843,ME,Blockchain,Web Development,7.76
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"C++, Algorithms",Advanced,Web Development,https://kaggle.com/,STU01844,EEE,IoT,AI/ML,8.45
Sorting Visualizer,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","C++, Algorithms",Advanced,Web Development,https://kaggle.com/,STU01845,IT,Game Development,System Design,9.77
Image Classifier,"Develop a fully interactive and engaging game experience. Focus on creating an intuitive user interface, realistic graphics, and smooth gameplay mechanics. You will work on implementing game physics, player interactions, and sound effects, using tools like Unity or Unreal Engine.","Python, NLP, NLTK",Beginner,Deep Learning,https://freecodecamp.org/,STU01846,CSE,Game Development,Deep Learning,6.96
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Advanced,System Design,https://docs.djangoproject.com/,STU01847,IT,IoT,Web Development,6.49
Movie Recommendation System,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Beginner,Game Development,https://freecodecamp.org/,STU01848,CSE,IoT,System Design,6.79
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","Python, API, Flask",Intermediate,AI/ML,https://www.geeksforgeeks.org/,STU01849,CE,Web Development,System Design,9.55
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,Game Development,https://kaggle.com/,STU01850,CE,IoT,System Design,8.58
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Beginner,Web Development,https://docs.djangoproject.com/,STU01851,CE,Data Science,System Design,7.14
Sorting Visualizer,Work on a project related to the assigned area with detailed objectives.,"Python, TensorFlow, Keras",Beginner,Data Structures,https://freecodecamp.org/,STU01852,IT,IoT,System Design,9.26
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Advanced,AI/ML,https://www.geeksforgeeks.org/,STU01853,ME,Data Science,Web Development,9.45
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"Python, Tkinter, Algorithms",Beginner,Data Structures,https://freecodecamp.org/,STU01854,CE,IoT,Data Structures,9.39
Sorting Visualizer,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","HTML, CSS, JavaScript",Intermediate,AI/ML,https://freecodecamp.org/,STU01855,CSE,Web Development,Game Development,9.68
Banking System Simulation,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Intermediate,AI/ML,https://freecodecamp.org/,STU01856,CE,Data Science,System Design,7.01
Image Classifier,"Work on building an intelligent system capable of solving real-world problems. You will implement machine learning algorithms, preprocess data, and evaluate model performance. Use libraries like TensorFlow or Scikit-learn to create predictive or classification models.","HTML, CSS, JavaScript",Beginner,System Design,https://openweathermap.org/,STU01857,ECE,AI/ML,System Design,9.02
Personal Portfolio Website,Work on a project related to the assigned area with detailed objectives.,"HTML, CSS, JavaScript",Intermediate,Web Development,https://freecodecamp.org/,STU01858,CE,Data Science,Game Development,7.84
Image Classifier,"Build a responsive and user-friendly web application. Work on both front-end and back-end components, integrating services like payment gateways or third-party APIs. Ensure the website is optimized for performance and accessibility using modern frameworks like React or Angular.","C++, Algorithms",Beginner,Data Structures,https://openweathermap.org/,STU01859,IT,Web Development,Web Development,9.37
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Java, MySQL",Advanced,Software Development,https://docs.djangoproject.com/,STU01860,ME,Blockchain,AI/ML,8.91
Tic-Tac-Toe Game,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Intermediate,Game Development,https://kaggle.com/,STU01861,ECE,Data Science,Deep Learning,9.11
Library Management System,Work on a project related to the assigned area with detailed objectives.,"C++, Data Structures",Intermediate,System Design,https://openweathermap.org/,STU01862,IT,IoT,Deep Learning,8.62
E-commerce App,Work on a project related to the assigned area with detailed objectives.,"Python, NLP, NLTK",Advanced,Game Development,https://kaggle.com/,STU01863,IT,IoT,AI/ML,6.71
Chatbot,Work on a project related to the assigned area with detailed objectives.,"Django, Python, SQLite",Intermediate,Machine Learning,https://freecodecamp.org/,STU01864,IT,Blockchain,Web Development,8.18
